GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	2C_Embryo1	2C_Embryo1-Q	2C_Embryo2	2C_Embryo2-Q	2C_Embryo3	2C_Embryo3-Q	4C_Embryo1	4C_Embryo1-Q	4C_Embryo2	4C_Embryo2-Q	4C_Embryo3	4C_Embryo3-Q
IBTK	HsaALTA0004158-1/2	chr6:82906015-82906118	0	chr6:82909858,82906015-82906163+82906118	Alt3	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail
IBTK	HsaALTA0004158-2/2	chr6:82906015-82906163	45	chr6:82909858,82906015-82906163+82906118	Alt3	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	100.00	Fail
IBTK	HsaALTA0004159-1/2	chr6:82904196-82904312	0	chr6:82906015,82904196-82904359+82904312	Alt3	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail
IBTK	HsaALTA0004159-2/2	chr6:82904196-82904359	47	chr6:82906015,82904196-82904359+82904312	Alt3	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	100.00	Fail
IBTK	HsaALTA0004160-1/2	chr6:82885621-82885718	0	chr6:82891596,82885621-82885743+82885718	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
IBTK	HsaALTA0004160-2/2	chr6:82885621-82885743	25	chr6:82891596,82885621-82885743+82885718	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ZNF195	HsaALTA0009753-1/2	chr11:3383206-3383262	0	chr11:3383776,3383206-3383303+3383262	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ZNF195	HsaALTA0009753-2/2	chr11:3383206-3383303	41	chr11:3383776,3383206-3383303+3383262	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
MYCBP2	HsaALTA0005464-1/2	chr13:77713331-77713469	0	chr13:77714182,77713331-77713471+77713469	Alt3	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail
MYCBP2	HsaALTA0005464-2/2	chr13:77713331-77713471	2	chr13:77714182,77713331-77713471+77713469	Alt3	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail
MYCBP2	HsaALTA0005465-1/2	chr13:77700561-77700620	0	chr13:77713331,77700561-77700677+77700620	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
MYCBP2	HsaALTA0005465-2/2	chr13:77700561-77700677	57	chr13:77713331,77700561-77700677+77700620	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
MYCBP2	HsaALTA0005466-1/2	chr13:77699471-77699601	0	chr13:77700451,77699471-77699603+77699601	Alt3	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail
MYCBP2	HsaALTA0005466-2/2	chr13:77699471-77699603	2	chr13:77700451,77699471-77699603+77699601	Alt3	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail
MYCBP2	HsaALTA0005467-1/2	chr13:77692475-77692630	0	chr13:77695508,77692475-77692654+77692630	Alt3	57.05	Fail	100.00	Fail	100.00	Fail	100.00	Pass	70.51	Fail	92.43	Pass
MYCBP2	HsaALTA0005467-2/2	chr13:77692475-77692654	24	chr13:77695508,77692475-77692654+77692630	Alt3	42.95	Fail	0.00	Fail	0.00	Fail	0.00	Pass	29.49	Fail	7.57	Pass
MYCBP2	HsaALTA0005468-1/2	chr13:77670447-77670614	0	chr13:77671505,77670447-77670616+77670614	Alt3	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
MYCBP2	HsaALTA0005468-2/2	chr13:77670447-77670616	2	chr13:77671505,77670447-77670616+77670614	Alt3	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
MYCBP2	HsaALTA0005469-1/2	chr13:77662967-77663163	0	chr13:77664241,77662967-77663166+77663163	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail
MYCBP2	HsaALTA0005469-2/2	chr13:77662967-77663166	3	chr13:77664241,77662967-77663166+77663163	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail
ITGAL	HsaALTA0004388-1/2	chr16:30516568-30516621	0	chr16:30515585,30516568+30516565-30516621	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ITGAL	HsaALTA0004388-2/2	chr16:30516565-30516621	3	chr16:30515585,30516568+30516565-30516621	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PDK2	HsaALTA0006164-1/2	chr17:48185520-48185558	0	chr17:48184517,48185520+48185365-48185558	Alt3	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
PDK2	HsaALTA0006164-2/2	chr17:48185365-48185558	155	chr17:48184517,48185520+48185365-48185558	Alt3	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
ITGA3	HsaALTA0004378-1/2	chr17:48148735-48148829	0	chr17:48148294,48148735+48148675-48148829	Alt3	NA	Fail	0.00	Fail	0.00	Fail	0.00	Pass	NA	Fail	0.00	Fail
ITGA3	HsaALTA0004378-2/2	chr17:48148675-48148829	60	chr17:48148294,48148735+48148675-48148829	Alt3	NA	Fail	100.00	Fail	100.00	Fail	100.00	Pass	NA	Fail	100.00	Fail
ITGA3	HsaALTA0004379-1/3	chr17:48153027-48153064	0	chr17:48152890,48153027+48152983+48152963-48153064	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Fail
ITGA3	HsaALTA0004379-2/3	chr17:48152983-48153064	44	chr17:48152890,48153027+48152983+48152963-48153064	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Fail
ITGA3	HsaALTA0004379-3/3	chr17:48152963-48153064	64	chr17:48152890,48153027+48152983+48152963-48153064	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Fail
ITGA3	HsaALTA0004380-1/2	chr17:48153954-48153984	0	chr17:48153839,48153954+48153948-48153984	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ITGA3	HsaALTA0004380-2/2	chr17:48153948-48153984	6	chr17:48153839,48153954+48153948-48153984	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ITGA3	HsaALTA0004381-1/2	chr17:48154350-48154359	0	chr17:48154045,48154350+48154338-48154359	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ITGA3	HsaALTA0004381-2/2	chr17:48154338-48154359	12	chr17:48154045,48154350+48154338-48154359	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ITGA3	HsaALTA0004382-1/2	chr17:48156209-48156231	0	chr17:48155648,48156209+48156188-48156231	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ITGA3	HsaALTA0004382-2/2	chr17:48156188-48156231	21	chr17:48155648,48156209+48156188-48156231	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ITGA3	HsaALTA0004383-1/2	chr17:48158736-48158744	0	chr17:48157739,48158736+48158674-48158744	Alt3	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail
ITGA3	HsaALTA0004383-2/2	chr17:48158674-48158744	62	chr17:48157739,48158736+48158674-48158744	Alt3	NA	Fail	NA	Fail	100.00	Fail	100.00	Fail	NA	Fail	NA	Fail
ZFX	HsaALTA0009691-1/2	chrX:24191748-24191840	0	chrX:24190917,24191748+24191724-24191840	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
ZFX	HsaALTA0009691-2/2	chrX:24191724-24191840	24	chrX:24190917,24191748+24191724-24191840	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
C19orf60	HsaALTA0001139-1/3	chr19:18700289-18700355	0	chr19:18699887,18700289+18700223+18700005-18700355	Alt3	100.00	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
C19orf60	HsaALTA0001139-2/3	chr19:18700223-18700355	66	chr19:18699887,18700289+18700223+18700005-18700355	Alt3	0.00	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
C19orf60	HsaALTA0001139-3/3	chr19:18700005-18700355	284	chr19:18699887,18700289+18700223+18700005-18700355	Alt3	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
C19orf60	HsaALTA0001140-1/2	chr19:18701216-18701310	0	chr19:18700493,18701216+18701213-18701310	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
C19orf60	HsaALTA0001140-2/2	chr19:18701213-18701310	3	chr19:18700493,18701216+18701213-18701310	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TMEM98	HsaALTA0008823-1/2	chr17:31258353-31258416	0	chr17:31255255,31258353+31258345-31258416	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TMEM98	HsaALTA0008823-2/2	chr17:31258345-31258416	8	chr17:31255255,31258353+31258345-31258416	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ABCC8	HsaALTA0000050-1/2	chr11:17450112-17450187	0	chr11:17452361,17450112-17450217+17450187	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ABCC8	HsaALTA0000050-2/2	chr11:17450112-17450217	30	chr11:17452361,17450112-17450217+17450187	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ABCC8	HsaALTA0000051-1/2	chr11:17438477-17438509	0	chr11:17448596,17438477-17438512+17438509	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ABCC8	HsaALTA0000051-2/2	chr11:17438477-17438512	3	chr11:17448596,17438477-17438512+17438509	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SYNRG	HsaALTA0008410-1/2	chr17:35902074-35902529	0	chr17:35913217,35902074-35902667+35902529	Alt3	28.26	Pass	12.20	Pass	28.00	Pass	59.50	Pass	31.73	Pass	27.36	Pass
SYNRG	HsaALTA0008410-2/2	chr17:35902074-35902667	138	chr17:35913217,35902074-35902667+35902529	Alt3	71.74	Pass	87.80	Pass	72.00	Pass	40.50	Pass	68.27	Pass	72.64	Pass
TMEM132A	HsaALTA0008738-1/2	chr11:60699161-60699356	0	chr11:60698131,60699161+60699158-60699356	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TMEM132A	HsaALTA0008738-2/2	chr11:60699158-60699356	3	chr11:60698131,60699161+60699158-60699356	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
AP2B1	HsaALTA0000525-1/2	chr17:34034933-34035028	0	chr17:34009843,34034933+34034926-34035028	Alt3	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	100.00	Fail	NA	Fail
AP2B1	HsaALTA0000525-2/2	chr17:34034926-34035028	7	chr17:34009843,34034933+34034926-34035028	Alt3	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail
SPATA20	HsaALTA0008154-1/2	chr17:48625081-48625128	0	chr17:48624646,48625081+48625026-48625128	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SPATA20	HsaALTA0008154-2/2	chr17:48625026-48625128	55	chr17:48624646,48625081+48625026-48625128	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CACNA1G	HsaALTA0001406-1/2	chr17:48673927-48674007	0	chr17:48669453,48673927+48673923-48674007	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CACNA1G	HsaALTA0001406-2/2	chr17:48673923-48674007	4	chr17:48669453,48673927+48673923-48674007	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CACNA1G	HsaALTA0001407-1/2	chr17:48685290-48685380	0	chr17:48684350,48685290+48685188-48685380	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CACNA1G	HsaALTA0001407-2/2	chr17:48685188-48685380	102	chr17:48684350,48685290+48685188-48685380	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CACNA1G	HsaALTA0001408-1/2	chr17:48695458-48695487	0	chr17:48695290,48695458+48695409-48695487	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CACNA1G	HsaALTA0001408-2/2	chr17:48695409-48695487	49	chr17:48695290,48695458+48695409-48695487	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
RALA	HsaALTA0006971-1/2	chr7:39704825-39704889	0	chr7:39663424,39704825+39704790-39704889	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	NA	Fail
RALA	HsaALTA0006971-2/2	chr7:39704790-39704889	35	chr7:39663424,39704825+39704790-39704889	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail
BAIAP2L1	HsaALTA0000879-1/2	chr7:97933508-97933677	0	chr7:97935751,97933508-97933688+97933677	Alt3	0.24	Pass	0.14	Pass	0.20	Pass	1.82	Pass	1.05	Pass	0.62	Pass
BAIAP2L1	HsaALTA0000879-2/2	chr7:97933508-97933688	11	chr7:97935751,97933508-97933688+97933677	Alt3	99.76	Pass	99.86	Pass	99.80	Pass	98.18	Pass	98.95	Pass	99.38	Pass
ETV1	HsaALTA0003013-1/2	chr7:14017052-14017100	0	chr7:14026263,14017052-14017105+14017100	Alt3	NA	Fail	NA	Fail	NA	Fail	76.92	Fail	55.56	Fail	62.50	Fail
ETV1	HsaALTA0003013-2/2	chr7:14017052-14017105	5	chr7:14026263,14017052-14017105+14017100	Alt3	NA	Fail	NA	Fail	NA	Fail	23.08	Fail	44.44	Fail	37.50	Fail
AGK	HsaALTA0000281-1/2	chr7:141301014-141301080	0	chr7:141296441,141301014+141301005-141301080	Alt3	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
AGK	HsaALTA0000281-2/2	chr7:141301005-141301080	9	chr7:141296441,141301014+141301005-141301080	Alt3	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
PHTF2	HsaALTA0006267-1/2	chr7:77523299-77523310	0	chr7:77522981,77523299+77523257-77523310	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PHTF2	HsaALTA0006267-2/2	chr7:77523257-77523310	42	chr7:77522981,77523299+77523257-77523310	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
FARP2	HsaALTA0003233-1/2	chr2:242344671-242344817	0	chr2:242344256,242344671+242344667-242344817	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
FARP2	HsaALTA0003233-2/2	chr2:242344667-242344817	4	chr2:242344256,242344671+242344667-242344817	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
FARP2	HsaALTA0003234-1/2	chr2:242352731-242352834	0	chr2:242350545,242352731+242352722-242352834	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail
FARP2	HsaALTA0003234-2/2	chr2:242352722-242352834	9	chr2:242350545,242352731+242352722-242352834	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail
FARP2	HsaALTA0003235-1/2	chr2:242405089-242405445	0	chr2:242403395,242405089+242404875-242405445	Alt3	100.00	Fail	NA	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail
FARP2	HsaALTA0003235-2/2	chr2:242404875-242405445	214	chr2:242403395,242405089+242404875-242405445	Alt3	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail
IFRD1	HsaALTA0004195-1/2	chr7:112102338-112102390	0	chr7:112102234,112102338+112102325-112102390	Alt3	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
IFRD1	HsaALTA0004195-2/2	chr7:112102325-112102390	13	chr7:112102234,112102338+112102325-112102390	Alt3	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
GTF2IRD1	HsaALTA0003845-1/2	chr7:73969768-73969824	0	chr7:73969553,73969768+73969723-73969824	Alt3	100.00	Fail	83.33	Fail	75.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
GTF2IRD1	HsaALTA0003845-2/2	chr7:73969723-73969824	45	chr7:73969553,73969768+73969723-73969824	Alt3	0.00	Fail	16.67	Fail	25.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
GTF2IRD1	HsaALTA0003846-1/2	chr7:73929771-73929926	0	chr7:73927301,73929771+73929675-73929926	Alt3	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail
GTF2IRD1	HsaALTA0003846-2/2	chr7:73929675-73929926	96	chr7:73927301,73929771+73929675-73929926	Alt3	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail
PAF1	HsaALTA0006034-1/2	chr19:-39876859	0	chr19:39877122,-39877043+39876859	Alt3	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
PAF1	HsaALTA0006034-2/2	chr19:-39877043	184	chr19:39877122,-39877043+39876859	Alt3	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
ELAC2	HsaALTA0002862-1/2	chr17:12906796-12906816	0	chr17:12908306,12906796-12906891+12906816	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass
ELAC2	HsaALTA0002862-2/2	chr17:12906796-12906891	75	chr17:12908306,12906796-12906891+12906816	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass
ARSD	HsaALTA0000696-1/2	chrX:2825627-2825673	0	chrX:2826762,2825627-2826025+2825673	Alt3	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ARSD	HsaALTA0000696-2/2	chrX:2825627-2826025	352	chrX:2826762,2825627-2826025+2825673	Alt3	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ARSD	HsaALTA0000697-1/2	chrX:2841209-2841341	0	chrX:2843657,2841209-2841347+2841341	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ARSD	HsaALTA0000697-2/2	chrX:2841209-2841347	6	chrX:2843657,2841209-2841347+2841341	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PRSS21	HsaALTA0006730-1/2	chr16:2868684-2868970	0	chr16:2867967,2868684+2868678-2868970	Alt3	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	0.00	Fail	NA	Fail
PRSS21	HsaALTA0006730-2/2	chr16:2868678-2868970	6	chr16:2867967,2868684+2868678-2868970	Alt3	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	100.00	Fail	NA	Fail
CEACAM21	HsaALTA0001754-1/2	chr19:42042090-42042145	0	chr19:42041963,42042090+42042076-42042145	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CEACAM21	HsaALTA0001754-2/2	chr19:42042076-42042145	14	chr19:42041963,42042090+42042076-42042145	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CEACAM21	HsaALTA0001755-1/2	chr19:42042963-42043145	0	chr19:42042145,42042963+42042960-42043145	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CEACAM21	HsaALTA0001755-2/2	chr19:42042960-42043145	3	chr19:42042145,42042963+42042960-42043145	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CEACAM21	HsaALTA0001756-1/2	chr19:42090703-42090796	0	chr19:42085981,42090703+42090700-42090796	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CEACAM21	HsaALTA0001756-2/2	chr19:42090700-42090796	3	chr19:42085981,42090703+42090700-42090796	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CEACAM21	HsaALTA0001757-1/2	chr19:42085706-42085774	0	chr19:42083911,42085706+42085623-42085774	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CEACAM21	HsaALTA0001757-2/2	chr19:42085623-42085774	83	chr19:42083911,42085706+42085623-42085774	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PAFAH1B1	HsaALTA0006035-1/2	chr17:2574688-2574785	0	chr17:2573625,2574688+2574685-2574785	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PAFAH1B1	HsaALTA0006035-2/2	chr17:2574685-2574785	3	chr17:2573625,2574688+2574685-2574785	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
KIAA0100	HsaALTA0004499-1/3	chr17:26964858-26965031	0	chr17:26965270,26964858-26965112+26965039+26965031	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Pass
KIAA0100	HsaALTA0004499-2/3	chr17:26964858-26965039	8	chr17:26965270,26964858-26965112+26965039+26965031	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Pass
KIAA0100	HsaALTA0004499-3/3	chr17:26964858-26965112	81	chr17:26965270,26964858-26965112+26965039+26965031	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Pass
KIAA0100	HsaALTA0004500-1/2	chr17:26959966-26960122	0	chr17:26960301,26959966-26960180+26960122	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Fail
KIAA0100	HsaALTA0004500-2/2	chr17:26959966-26960180	58	chr17:26960301,26959966-26960180+26960122	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Fail
KIAA0100	HsaALTA0004501-1/2	chr17:26958650-26958696	0	chr17:26958838,26958650-26958699+26958696	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	5.04	Pass	0.00	Fail
KIAA0100	HsaALTA0004501-2/2	chr17:26958650-26958699	3	chr17:26958838,26958650-26958699+26958696	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	94.96	Pass	100.00	Fail
KIAA0100	HsaALTA0004502-1/2	chr17:26969046-26969093	0	chr17:26969293,26969046-26969096+26969093	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail
KIAA0100	HsaALTA0004502-2/2	chr17:26969046-26969096	3	chr17:26969293,26969046-26969096+26969093	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail
KIAA0100	HsaALTA0004503-1/4	chr17:26967578-26967645	0	chr17:26968907,26967578-26967701+26967699+26967648+26967645	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail
KIAA0100	HsaALTA0004503-2/4	chr17:26967578-26967648	3	chr17:26968907,26967578-26967701+26967699+26967648+26967645	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail
KIAA0100	HsaALTA0004503-3/4	chr17:26967578-26967699	54	chr17:26968907,26967578-26967701+26967699+26967648+26967645	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail
KIAA0100	HsaALTA0004503-4/4	chr17:26967578-26967701	56	chr17:26968907,26967578-26967701+26967699+26967648+26967645	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail
MATK	HsaALTA0005030-1/2	chr19:3779540-3779611	0	chr19:3779696,3779540-3779615+3779611	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Pass	0.00	Fail
MATK	HsaALTA0005030-2/2	chr19:3779540-3779615	4	chr19:3779696,3779540-3779615+3779611	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Pass	100.00	Fail
CD79B	HsaALTA0001675-1/2	chr17:62008695-62008745	0	chr17:62009555,62008695-62008748+62008745	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CD79B	HsaALTA0001675-2/2	chr17:62008695-62008748	3	chr17:62009555,62008695-62008748+62008745	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ST7L	HsaALTA0008260-1/2	chr1:113159435-113159466	0	chr1:113161531,113159435-113159517+113159466	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
ST7L	HsaALTA0008260-2/2	chr1:113159435-113159517	51	chr1:113161531,113159435-113159517+113159466	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
RPUSD1	HsaALTA0007403-1/2	chr16:837604-837645	0	chr16:838256,837604-837744+837645	Alt3	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
RPUSD1	HsaALTA0007403-2/2	chr16:837604-837744	99	chr16:838256,837604-837744+837645	Alt3	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
RHBDF1	HsaALTA0007155-1/3	chr16:111155-111231	0	chr16:111383,111155-111279+111276+111231	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail
RHBDF1	HsaALTA0007155-2/3	chr16:111155-111276	45	chr16:111383,111155-111279+111276+111231	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail
RHBDF1	HsaALTA0007155-3/3	chr16:111155-111279	48	chr16:111383,111155-111279+111276+111231	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	100.00	Fail
RHBDF1	HsaALTA0007156-1/2	chr16:110003-110070	0	chr16:110214,110003-110096+110070	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
RHBDF1	HsaALTA0007156-2/2	chr16:110003-110096	26	chr16:110214,110003-110096+110070	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
RHBDF1	HsaALTA0007157-1/2	chr16:108972-109091	0	chr16:109247,108972-109125+109091	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Fail	0.00	Fail
